Country,Town,Site Name,Location,Services,Cost,Altitude,Latitude,Longitude,Website URL,Site Type,Comments
Portugal,Faro,Isla de Faro,Beach,"Fresh WaterGrey WaterBlack WaterTrashToilets",€0.00,22,37.008409,-7.994846,http://ourbumble.com/faro-to-barragem-do-arade/,Mixed Parking,"Site located directly in front of the bridge connecting to Faro, mixed parking but campers are allowed, the sanitation services are to the right of the car park next to the toilets. The pretty beach is very long but narrow and will get very busy in the summer time. Nice views also looking back toward the mainland. Parking areas are also located to the left of the car park after approx 500m."
Portugal,Alte,,Village/Town/City,Trash,€0.00,180,37.233721,-8.181328,http://ourbumble.com/faro-to-barragem-do-arade/,Mixed Parking,"Parking next to the cemetery, great views out into the surrounding hills. There is also parking on the other side of the village next to the bus parking area and toilets."
Portugal,Silves,Barragem do Arade,Beach,,€0.00,64,37.239282,-8.377741,http://ourbumble.com/faro-to-barragem-do-arade/,Mixed Parking,Site is located about 10km East of Silves. Level parking area next to the reservoir wall and a derelict restaurant. No facilities but a great vantage point overlooking the Barragem do Arade. Lots of scenic walks in the area too.
Portugal,Silves,,Village/Town/City,"Grey WaterBlack WaterTrash",€0.00,18,37.186407,-8.445396,http://ourbumble.com/faro-to-barragem-do-arade/,Rest Area & Services,"This aire is next to the river and very close to the centre and supermarkets, the fresh water is located near the children's play area and is a drinking fountain, waste is emptied into a grid near the entrance building."
Portugal,Faro,Isla de Faro,Beach,Trash,€0.00,29,37.015272,-7.985455,http://ourbumble.com/faro-to-barragem-do-arade/,Mixed Parking,"Site located directly at the end of Faro airports runway, gravelled parking area, peaceful as the planes are not too loud. Looks out towards Isla de Faro. Water and toilet facilities on the other side of the bridge. Good for plane spotting."
Portugal,Messines,,Village/Town/City,"Fresh WaterTrashGrey WaterBlack WaterToilets",€0.00,120,37.254407,-8.284498,http://ourbumble.com/faro-to-silves/,Rest Area & Services,"Free Aire in middle of the town. The town aire only has spaces for four Motorhomes but there is a massive car park right behind the aire with plenty parking space, hard gravel and grass surface.  Fresh, grey and black water facility and toilet block which are maintained by the town on a daily basis.  Supermarket, bank and shops within walking distance."
Portugal,Alcoutim,,Village/Town/City,"Fresh WaterGrey WaterBlack WaterTrashElectric",€0.00,,37.475051,-7.474507,http://ourbumble.com/mertola-to-cacela-velha/,Rest Area & Services,"Small aire with room for about 8 vans overlooking the town.  Gravel, level surface with simple service area.  Nice and quiet with the exception of local chickens and cockerels."
Portugal,Alcoutim,,Lake,Trash,€0.00,,37.4226,-7.454664,http://ourbumble.com/mertola-to-cacela-velha/,Mixed Parking,Small stone layby with couple of picnic tables with fantastic view point over Gardiana river.  No facilities but only 5 minutes drive to Alcoutim village and aire.  Great place if you like quiet locations with options for fishing on the river.
Portugal,Alcaria,Almada d'Ouro,Countryside,"Fresh WaterGrey WaterBlack WaterTrashToiletsElectricWi-Fi",€0.00,,37.331742,-7.468484,http://ourbumble.com/mertola-to-cacela-velha/,Rest Area & Services,"Small Aire set right in the middle of the countryside.  Elevated position, so beautiful 360 views across Portugal, river Gardiana and Spanish boarder.  Nice flat, hard ground with picnic area to the front and rear.  Bar and cafe area with reasonable prices.  Price includes water and wifi.  Electricity €2.50 per night.  Washing service €5. Discount offered for longer stay ranging from €12.50 for 3 days to €75 for 30 days.  Very clean and friendly."
Portugal,Vila Real da San Antonio,,Harbour,"Fresh WaterGrey WaterBlack WaterTrashWi-FiElectric",€0.00,,37.198856,-7.415261,http://ourbumble.com/mertola-to-cacela-velha/,Rest Area & Services,"Very large aire with barrier system.  Hard surface of broken bricks and stones, which is good for drainage but makes the overall aire quite dirty.  All usual facilities and right on harbour front.  Lidl within walking distance."
Portugal,Castro Marim,,Village/Town/City,Trash,€0.00,,37.219073,-7.444579,http://ourbumble.com/mertola-to-cacela-velha/,Mixed Parking,"Gravel surface and pretty level.  Locate off main road, so can be quite noisy.  Good view of castle and fort and within easy walking distance of town bars and cafes."
Portugal,Castro Marim,,Village/Town/City,"Fresh WaterGrey WaterBlack WaterTrash",€0.00,,37.219778,-7.444109,http://ourbumble.com/mertola-to-cacela-velha/,Rest Area & Services,"Free aire with Euro water and waste (token required). Tokens can be purchased from all main garages and some local stores. Small site for around 20 campers and located on the main street into Casto Marim, it's within easy access of the own and castle.  Parking also in the main town across the street with a gravel surface also pretty level. Good view of castle and fort and within easy walking distance of town bars and cafes."
Portugal,Praia Santo do Antonio,,Beach,Trash,€0.00,,37.174789,-7.421406,http://ourbumble.com/mertola-to-cacela-velha/,Mixed Parking,Gravek surface car park in between beach and forest.  Nice and quiet.
Portugal,Praia do Cabeço,,Beach,,€0.00,,37.177433,-7.471708,http://ourbumble.com/mertola-to-cacela-velha/,Wild,"Flat, sandy, open land at side of the beach a few metes away from small beach / restaurant car park. Two restaurants open during season and located straight on the beach.  Small mini market 500m back towards main road."
Portugal,Retur,,Beach,,€0.00,,37.177908,-7.470048,http://ourbumble.com/mertola-to-cacela-velha/,Wild,Flat concrete base good for a dozen wild camping spots.  Stones throw to beach and very quiet.
Portugal,Cacela Velha,,Beach,,€0.00,,37.158345,-7.546018,http://ourbumble.com/mertola-to-cacela-velha/,Wild,Open land on elevated but slightly sloping ground. Car park at top and grass slop at the side. Wonderful sea view and nice little village.
Portugal,Monte Gordo,,Beach,Rubbish,€0.00,,37.18,-7.44633,http://ourbumble.com/monte-gordo-to-alvor/,Mixed Parking,"Spare land/Car park located right next to the beach, Very close to a campsite and behind a hotel so probably only useful out of season. Bar/restaurant close by and water via a shower faucet about 200m away."
Portugal,Praia da Cabeço,,Beach,Rubbish,€0.00,,37.17679,-7.47169,http://ourbumble.com/monte-gordo-to-alvor/,Mixed Parking,"Spare land/Car park located right next to the beach, Bar/restaurant close by but may not allow overnight camping in peak periods."
Portugal,Manta Rota,Aire de Manta Rota,Beach,"Fresh WaterGrey WaterBlack WaterRubbish",€0.00,,37.16444,-7.52145,http://ourbumble.com/monte-gordo-to-alvor/,Rest Area & Services,"Great location straight on to the beach. Secure aire with barrier entry and exit which is manned 8 til 8 by friendly staff. €4.50 for 24 hours which includes water and wifi. Electric extra €2.50 for 12 hours.  Aire holds around 80 vans and only one water empty/fill up station, so can get quite busy in peak times.  Few bars and restaurants nearby and local retailers drive through the Aire every morning selling bread, fruit, vegetables etc. even a laundry service every afternoon. Good value for your money."
Portugal,Fabrica,,Harbour,Rubbish,€0.00,,37.154053,-7.55335,http://ourbumble.com/monte-gordo-to-alvor/,Mixed Parking,Public car park with great views over the harbour. no signs to say you can or can't stay overnight.
Portugal,Armona,,Beach,Rubbish,€0.00,,37.03679,-7.79759,http://ourbumble.com/monte-gordo-to-alvor/,Layby,Waste land at the side of marshland looking out to Ilha de Armona. Good place to stopover but watch out for the Mosquitos which bred in the stagnant waters.
Portugal,Faro,,Village/Town/City,,€0.00,,37.01185,-7.93165,http://ourbumble.com/monte-gordo-to-alvor/,Mixed Parking,Good central car park for visiting the town. No facilities and no charge.
Portugal,Praia de Arrifes,,Beach,,€0.00,,37.07953,-8.27778,http://ourbumble.com/monte-gordo-to-alvor/,Layby,"Brilliant free parking spot right on head land over looking Albufeira Coast. Access to beach via little coastal path. Restaurant open during peak times.  Access road can sometimes be a little bumpy, so need to drive with caution."
Portugal,Fonte Santa,,Village/Town/City,"Fresh WaterGrey WaterBlack Water",€0.00,36,37.073311,-8.076964,http://ourbumble.com/monte-gordo-to-alvor/,Rest Area & Services,Massive Aire not far from the beach. €3 for 12 until 12 noon parking. €2 for electric and €2 for 100 litres of fresh water.
Portugal,Alvor,,Beach,"Fresh WaterGrey WaterBlack WaterTrashElectric",€0.00,,37.124937,-8.594052,http://ourbumble.com/monte-gordo-to-alvor/,Rest Area & Services,Massive spare land on the edge of town. Sandstone under foot so may be a bit boggy if wet. Costs are 4.50€ per night and electricity is 2.5€. Water services are quite good with sinks also available. Located on the edge of the beach. The village and the marina only 5 minutes walk. Great place to watch parachute landings at sunset.
Portugal,Benagil,,Beach,,€0.00,55,37.086619,-8.429868,http://ourbumble.com/praia-do-marinah-to-loule/,Wild,"As you approach Benagil, keep to the road west of the ravine.  You drive through some small villas and at the end of the Tarmac road continue on the dirt track.  Within a few meters you are at your wild camping spot with fantastic views out to the ocean and over the sandy cove.  Lots of little bushes and trees to nestle yourself in and find level ground and shelter from sea breeze.  "
Portugal,Praia do Carvelho,,Beach,Trash,€0.00,38,37.086615,-8.431338,http://ourbumble.com/praia-do-marinah-to-loule/,Wild,"As you pass through the village of Benagil continue on the dirt track and head down in to the cove on the west side.  The cove at Carvelho is very pretty.  You can park a Motorhome on the sandy path but you will need to get the chocs out but it is well worth it.  The cove has a few caves and unusual walk ways with plenty coastal gardens to meander through.  "
Portugal,Loule,,Village/Town/City,Trash,€0.00,179,37.133095,-8.017202,http://ourbumble.com/praia-do-marinah-to-loule/,Mixed Parking,"Loule football ground with hard, flat but dusty surface.  "
Portugal,Odemira,Praia da Zambujeira,Beach,Trash,€0.00,,37.52216,-8.786157,http://ourbumble.com/praia-do-rocha-to-setubal/,Mixed Parking,Quiet little car park right next to the beach. The town is just a couple of minutes walk away.
Portugal,Vila Nova do Milafontes,,Beach,"Fresh WaterTrashToilets",€0.00,,37.722948,-8.787284,http://ourbumble.com/praia-do-rocha-to-setubal/,Mixed Parking,Parking permitted on roadside with excellent views over the estuary and headland.  Public toilet facilities available in season. Water tap available year round.
Portugal,Porto Covo,Aire Porto Covo,Beach,"Fresh WaterGrey WaterBlack WaterTrash",€0.00,,37.851898,-8.788968,http://ourbumble.com/praia-do-rocha-to-setubal/,Rest Area & Services,Free aire just behind the main square. Space for around 10 vans on the aire with option for parking at the side in layby. Harbour and beach only minutes away.
Portugal,Porto Covo,,Beach,Trash,€0.00,,37.897277,-8.797691,http://ourbumble.com/praia-do-rocha-to-setubal/,Mixed Parking,Car park on headland which is well sheltered due to sand dunes. Pretty views out to sea and looking back towards Porto Covo and its coastline.  Couple of cafes and surf school open in high season.
Portugal,Costa de Santo Andre,Praia Santo Andre,Beach,"Fresh WaterTrashToilets",€0.00,,38.114303,-8.797353,http://ourbumble.com/praia-do-rocha-to-setubal/,Mixed Parking,Fresh water tap just outside beach cafe. Lovely long beach and great for sunset.
Portugal,Costa da Santo Andre,Lago de Santo Andrė,Lake,"Fresh WaterToiletsTrash",€0.00,,38.113293,-8.796662,http://ourbumble.com/praia-do-rocha-to-setubal/,Mixed Parking,Small sandy car park at side of the lagoon. Couple of cafe bars to the rear.  Toilet and water tap a few metres away.  Great for bird lovers.
Portugal,Setubal,,Harbour,"TrashFresh Water",€0.00,,38.518433,-8.903322,http://ourbumble.com/praia-do-rocha-to-setubal/,Mixed Parking,"Harbourside Carpark about 1.5km from the main sites of the town on the edge of the commercial harbour. Space for about 20 vans but it is mixed parking. Large park area to the rear. Fresh water tap inside the fish market, can be noisy in the morning due to the fishermen."
Portugal,Lisbon ,Doca de Alcantara,Harbour,Trash,€0.00,,38.70246,-9.169003,http://ourbumble.com/praia-do-rocha-to-setubal/,Mixed Parking,"Lisbon is a difficult place to find overnight parking. There are a couple of parking points that tolerate campers but they are too far out of Lisbon to make visiting easy and enjoyable. This car park is right on the marina, quiet location and only 2 km to centre. It is right in front of office buildings, so very quiet at weekends but you still have people walking around the marina, so not isolated. The police station is just around the corner. Difficult to get to just make sure you follow for the cruise terminal and stick to the port roads and not the main road in to Lisbon."
Portugal,Lisbon,Belem,Harbour,,€0.00,,38.695606,-9.197748,http://ourbumble.com/setubal-to-sao-pedro/,Mixed Parking,"spare ground with signs showing no caravans but the police tolerate Motorhomes parking here, as long as you don't stay too long.  Can get very crowded at weekends with cars trying to park in any space possible. Location is good, right on waterfront, close to Belem attractions and access to foot bridge to other side of town.  "
Portugal,Sao Pedro de Sintra,Sociedade União 1. de Dezembro,Village/Town/City,"Fresh WaterGrey WaterBlack WaterTrashToilets",€0.00,,38.787908,-9.375617,http://ourbumble.com/setubal-to-sao-pedro/,Rest Area & Services,Football ground just 1.5 km to main sites. Simple facilities and a little over priced for Portugal but quiet as long as there is no football match or training sessions.
Portugal,"Sao Pedro, Sintra",,Village/Town/City,Toilets,€0.00,,38.790421,-9.379722,http://ourbumble.com/setubal-to-sao-pedro/,Mixed Parking,"Small car park off main road but right in middle of Sao Pedro.  No parking fees and no restrictions.  Sintra streets are very narrow and windy, so easier to park at Sao Pedro and walk 1km to Sintra."
Portugal,Santa Susana,,Village/Town/City,"Fresh WaterGrey WaterBlack Water",€0.00,,38.91822,-9.383283,http://ourbumble.com/sintra-to-mertola/,Rest Area & Services,"Level parking area with services, nothing special."
